number_1,number_2,full_cond,accuracy,ablated_unit,diff_from_full
singular,plural,singular_plural,0.9583333333333334,1220.0,0.0016666666666665941
plural,singular,plural_singular,0.8966666666666666,1220.0,-0.015000000000000013
plural,plural,plural_plural,0.9983333333333332,1220.0,0.0
singular,singular,singular_singular,1.0,1276.0,0.0
singular,plural,singular_plural,0.9583333333333334,1276.0,0.0016666666666665941
plural,singular,plural_singular,0.9133333333333332,1276.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,1276.0,0.0
singular,singular,singular_singular,1.0,424.0,0.0
singular,plural,singular_plural,0.9483333333333334,424.0,-0.008333333333333415
plural,singular,plural_singular,0.9116666666666666,424.0,0.0
plural,plural,plural_plural,0.9983333333333332,424.0,0.0
singular,singular,singular_singular,1.0,1088.0,0.0
singular,plural,singular_plural,0.96,1088.0,0.0033333333333331883
plural,singular,plural_singular,0.91,1088.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,1088.0,0.0
singular,singular,singular_singular,1.0,734.0,0.0
singular,plural,singular_plural,0.9633333333333334,734.0,0.006666666666666599
plural,singular,plural_singular,0.9,734.0,-0.011666666666666603
plural,plural,plural_plural,0.995,734.0,-0.0033333333333331883
singular,singular,singular_singular,1.0,743.0,0.0
singular,plural,singular_plural,0.955,743.0,-0.0016666666666668162
plural,singular,plural_singular,0.9133333333333332,743.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,743.0,0.0
singular,singular,singular_singular,1.0,38.0,0.0
singular,plural,singular_plural,0.9566666666666668,38.0,0.0
plural,singular,plural_singular,0.9116666666666666,38.0,0.0
plural,plural,plural_plural,0.9983333333333332,38.0,0.0
singular,singular,singular_singular,1.0,23.0,0.0
singular,plural,singular_plural,0.9566666666666668,23.0,0.0
plural,singular,plural_singular,0.9133333333333332,23.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,23.0,0.0
singular,singular,singular_singular,1.0,672.0,0.0
singular,plural,singular_plural,0.955,672.0,-0.0016666666666668162
plural,singular,plural_singular,0.9116666666666666,672.0,0.0
plural,plural,plural_plural,0.9983333333333332,672.0,0.0
singular,singular,singular_singular,1.0,144.0,0.0
singular,plural,singular_plural,0.9566666666666668,144.0,0.0
plural,singular,plural_singular,0.9116666666666666,144.0,0.0
plural,plural,plural_plural,0.9983333333333332,144.0,0.0
singular,singular,singular_singular,1.0,642.0,0.0
singular,plural,singular_plural,0.9566666666666668,642.0,0.0
plural,singular,plural_singular,0.9083333333333332,642.0,-0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,642.0,0.0
singular,singular,singular_singular,1.0,1121.0,0.0
singular,plural,singular_plural,0.9566666666666668,1121.0,0.0
plural,singular,plural_singular,0.9083333333333332,1121.0,-0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,1121.0,0.0
singular,singular,singular_singular,1.0,706.0,0.0
singular,plural,singular_plural,0.9566666666666668,706.0,0.0
plural,singular,plural_singular,0.915,706.0,0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,706.0,0.0
singular,singular,singular_singular,1.0,397.0,0.0
singular,plural,singular_plural,0.9583333333333334,397.0,0.0016666666666665941
plural,singular,plural_singular,0.905,397.0,-0.006666666666666599
plural,plural,plural_plural,0.9933333333333332,397.0,-0.0050000000000000044
singular,singular,singular_singular,1.0,118.0,0.0
singular,plural,singular_plural,0.9566666666666668,118.0,0.0
plural,singular,plural_singular,0.91,118.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,118.0,0.0
singular,singular,singular_singular,1.0,472.0,0.0
singular,plural,singular_plural,0.9566666666666668,472.0,0.0
plural,singular,plural_singular,0.9116666666666666,472.0,0.0
plural,plural,plural_plural,0.9983333333333332,472.0,0.0
singular,singular,singular_singular,1.0,127.0,0.0
singular,plural,singular_plural,0.9583333333333334,127.0,0.0016666666666665941
plural,singular,plural_singular,0.91,127.0,-0.0016666666666665941
plural,plural,plural_plural,0.9966666666666668,127.0,-0.001666666666666372
singular,singular,singular_singular,1.0,1078.0,0.0
singular,plural,singular_plural,0.9583333333333334,1078.0,0.0016666666666665941
plural,singular,plural_singular,0.91,1078.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,1078.0,0.0
singular,singular,singular_singular,1.0,823.0,0.0
singular,plural,singular_plural,0.9533333333333334,823.0,-0.0033333333333334103
plural,singular,plural_singular,0.9083333333333332,823.0,-0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,823.0,0.0
singular,singular,singular_singular,1.0,791.0,0.0
singular,plural,singular_plural,0.9583333333333334,791.0,0.0016666666666665941
plural,singular,plural_singular,0.9133333333333332,791.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,791.0,0.0
singular,singular,singular_singular,1.0,1085.0,0.0
singular,plural,singular_plural,0.9583333333333334,1085.0,0.0016666666666665941
plural,singular,plural_singular,0.9083333333333332,1085.0,-0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,1085.0,0.0
singular,singular,singular_singular,1.0,1115.0,0.0
singular,plural,singular_plural,0.9566666666666668,1115.0,0.0
plural,singular,plural_singular,0.91,1115.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,1115.0,0.0
singular,singular,singular_singular,1.0,619.0,0.0
singular,plural,singular_plural,0.9566666666666668,619.0,0.0
plural,singular,plural_singular,0.9133333333333332,619.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,619.0,0.0
singular,singular,singular_singular,1.0,21.0,0.0
singular,plural,singular_plural,0.9516666666666668,21.0,-0.0050000000000000044
plural,singular,plural_singular,0.9116666666666666,21.0,0.0
plural,plural,plural_plural,0.9983333333333332,21.0,0.0
singular,singular,singular_singular,1.0,685.0,0.0
singular,plural,singular_plural,0.95,685.0,-0.006666666666666821
plural,singular,plural_singular,0.9216666666666666,685.0,0.010000000000000009
plural,plural,plural_plural,0.9983333333333332,685.0,0.0
singular,singular,singular_singular,1.0,422.0,0.0
singular,plural,singular_plural,0.955,422.0,-0.0016666666666668162
plural,singular,plural_singular,0.9083333333333332,422.0,-0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,422.0,0.0
singular,singular,singular_singular,1.0,300.0,0.0
singular,plural,singular_plural,0.9533333333333334,300.0,-0.0033333333333334103
plural,singular,plural_singular,0.9116666666666666,300.0,0.0
plural,plural,plural_plural,0.9983333333333332,300.0,0.0
singular,singular,singular_singular,1.0,1006.0,0.0
singular,plural,singular_plural,0.945,1006.0,-0.011666666666666825
plural,singular,plural_singular,0.8266666666666667,1006.0,-0.08499999999999996
plural,plural,plural_plural,0.9866666666666668,1006.0,-0.011666666666666381
singular,singular,singular_singular,1.0,71.0,0.0
singular,plural,singular_plural,0.9516666666666668,71.0,-0.0050000000000000044
plural,singular,plural_singular,0.9116666666666666,71.0,0.0
plural,plural,plural_plural,0.9983333333333332,71.0,0.0
singular,singular,singular_singular,1.0,1257.0,0.0
singular,plural,singular_plural,0.9583333333333334,1257.0,0.0016666666666665941
plural,singular,plural_singular,0.9066666666666666,1257.0,-0.0050000000000000044
plural,plural,plural_plural,0.9983333333333332,1257.0,0.0
singular,singular,singular_singular,1.0,445.0,0.0
singular,plural,singular_plural,0.95,445.0,-0.006666666666666821
plural,singular,plural_singular,0.9233333333333332,445.0,0.011666666666666603
plural,plural,plural_plural,0.9983333333333332,445.0,0.0
singular,singular,singular_singular,1.0,488.0,0.0
singular,plural,singular_plural,0.955,488.0,-0.0016666666666668162
plural,singular,plural_singular,0.9133333333333332,488.0,0.0016666666666665941
plural,plural,plural_plural,0.9966666666666668,488.0,-0.001666666666666372
singular,singular,singular_singular,1.0,870.0,0.0
singular,plural,singular_plural,0.9533333333333334,870.0,-0.0033333333333334103
plural,singular,plural_singular,0.9133333333333332,870.0,0.0016666666666665941
plural,plural,plural_plural,0.9966666666666668,870.0,-0.001666666666666372
singular,singular,singular_singular,1.0,591.0,0.0
singular,plural,singular_plural,0.955,591.0,-0.0016666666666668162
plural,singular,plural_singular,0.91,591.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,591.0,0.0
singular,singular,singular_singular,1.0,942.0,0.0
singular,plural,singular_plural,0.9566666666666668,942.0,0.0
plural,singular,plural_singular,0.91,942.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,942.0,0.0
singular,singular,singular_singular,1.0,11.0,0.0
singular,plural,singular_plural,0.9566666666666668,11.0,0.0
plural,singular,plural_singular,0.91,11.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,11.0,0.0
singular,singular,singular_singular,1.0,1046.0,0.0
singular,plural,singular_plural,0.9566666666666668,1046.0,0.0
plural,singular,plural_singular,0.9116666666666666,1046.0,0.0
plural,plural,plural_plural,0.9966666666666668,1046.0,-0.001666666666666372
singular,singular,singular_singular,1.0,1178.0,0.0
singular,plural,singular_plural,0.9516666666666668,1178.0,-0.0050000000000000044
plural,singular,plural_singular,0.8933333333333333,1178.0,-0.018333333333333313
plural,plural,plural_plural,0.9966666666666668,1178.0,-0.001666666666666372
singular,singular,singular_singular,1.0,885.0,0.0
singular,plural,singular_plural,0.955,885.0,-0.0016666666666668162
plural,singular,plural_singular,0.9083333333333332,885.0,-0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,885.0,0.0
singular,singular,singular_singular,1.0,206.0,0.0
singular,plural,singular_plural,0.9583333333333334,206.0,0.0016666666666665941
plural,singular,plural_singular,0.9083333333333332,206.0,-0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,206.0,0.0
singular,singular,singular_singular,1.0,18.0,0.0
singular,plural,singular_plural,0.9566666666666668,18.0,0.0
plural,singular,plural_singular,0.91,18.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,18.0,0.0
singular,singular,singular_singular,1.0,593.0,0.0
singular,plural,singular_plural,0.9566666666666668,593.0,0.0
plural,singular,plural_singular,0.9133333333333332,593.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,593.0,0.0
singular,singular,singular_singular,1.0,1133.0,0.0
singular,plural,singular_plural,0.9533333333333334,1133.0,-0.0033333333333334103
plural,singular,plural_singular,0.9183333333333332,1133.0,0.006666666666666599
plural,plural,plural_plural,0.9983333333333332,1133.0,0.0
singular,singular,singular_singular,1.0,209.0,0.0
singular,plural,singular_plural,0.9566666666666668,209.0,0.0
plural,singular,plural_singular,0.9133333333333332,209.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,209.0,0.0
singular,singular,singular_singular,1.0,518.0,0.0
singular,plural,singular_plural,0.9566666666666668,518.0,0.0
plural,singular,plural_singular,0.91,518.0,-0.0016666666666665941
plural,plural,plural_plural,0.9966666666666668,518.0,-0.001666666666666372
singular,singular,singular_singular,1.0,243.0,0.0
singular,plural,singular_plural,0.9566666666666668,243.0,0.0
plural,singular,plural_singular,0.9116666666666666,243.0,0.0
plural,plural,plural_plural,0.9983333333333332,243.0,0.0
singular,singular,singular_singular,1.0,909.0,0.0
singular,plural,singular_plural,0.9566666666666668,909.0,0.0
plural,singular,plural_singular,0.91,909.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,909.0,0.0
singular,singular,singular_singular,1.0,262.0,0.0
singular,plural,singular_plural,0.9516666666666668,262.0,-0.0050000000000000044
plural,singular,plural_singular,0.9133333333333332,262.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,262.0,0.0
singular,singular,singular_singular,1.0,1021.0,0.0
singular,plural,singular_plural,0.9616666666666668,1021.0,0.0050000000000000044
plural,singular,plural_singular,0.8166666666666667,1021.0,-0.09499999999999997
plural,plural,plural_plural,0.98,1021.0,-0.0183333333333332
singular,singular,singular_singular,1.0,238.0,0.0
singular,plural,singular_plural,0.9566666666666668,238.0,0.0
plural,singular,plural_singular,0.9116666666666666,238.0,0.0
plural,plural,plural_plural,0.9983333333333332,238.0,0.0
singular,singular,singular_singular,1.0,1145.0,0.0
singular,plural,singular_plural,0.955,1145.0,-0.0016666666666668162
plural,singular,plural_singular,0.9116666666666666,1145.0,0.0
plural,plural,plural_plural,0.9966666666666668,1145.0,-0.001666666666666372
singular,singular,singular_singular,1.0,1022.0,0.0
singular,plural,singular_plural,0.955,1022.0,-0.0016666666666668162
plural,singular,plural_singular,0.9133333333333332,1022.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,1022.0,0.0
singular,singular,singular_singular,1.0,2.0,0.0
singular,plural,singular_plural,0.9566666666666668,2.0,0.0
plural,singular,plural_singular,0.9083333333333332,2.0,-0.0033333333333334103
plural,plural,plural_plural,0.9966666666666668,2.0,-0.001666666666666372
singular,singular,singular_singular,1.0,281.0,0.0
singular,plural,singular_plural,0.955,281.0,-0.0016666666666668162
plural,singular,plural_singular,0.9116666666666666,281.0,0.0
plural,plural,plural_plural,0.9983333333333332,281.0,0.0
singular,singular,singular_singular,1.0,383.0,0.0
singular,plural,singular_plural,0.955,383.0,-0.0016666666666668162
plural,singular,plural_singular,0.91,383.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,383.0,0.0
singular,singular,singular_singular,1.0,684.0,0.0
singular,plural,singular_plural,0.9566666666666668,684.0,0.0
plural,singular,plural_singular,0.9116666666666666,684.0,0.0
plural,plural,plural_plural,0.9983333333333332,684.0,0.0
singular,singular,singular_singular,1.0,755.0,0.0
singular,plural,singular_plural,0.9566666666666668,755.0,0.0
plural,singular,plural_singular,0.9083333333333332,755.0,-0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,755.0,0.0
singular,singular,singular_singular,1.0,895.0,0.0
singular,plural,singular_plural,0.9566666666666668,895.0,0.0
plural,singular,plural_singular,0.91,895.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,895.0,0.0
singular,singular,singular_singular,1.0,1213.0,0.0
singular,plural,singular_plural,0.95,1213.0,-0.006666666666666821
plural,singular,plural_singular,0.9133333333333332,1213.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,1213.0,0.0
singular,singular,singular_singular,1.0,482.0,0.0
singular,plural,singular_plural,0.9566666666666668,482.0,0.0
plural,singular,plural_singular,0.9083333333333332,482.0,-0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,482.0,0.0
singular,singular,singular_singular,1.0,278.0,0.0
singular,plural,singular_plural,0.955,278.0,-0.0016666666666668162
plural,singular,plural_singular,0.9083333333333332,278.0,-0.0033333333333334103
plural,plural,plural_plural,0.9966666666666668,278.0,-0.001666666666666372
singular,singular,singular_singular,1.0,188.0,0.0
singular,plural,singular_plural,0.9533333333333334,188.0,-0.0033333333333334103
plural,singular,plural_singular,0.9133333333333332,188.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,188.0,0.0
singular,singular,singular_singular,1.0,527.0,0.0
singular,plural,singular_plural,0.955,527.0,-0.0016666666666668162
plural,singular,plural_singular,0.9133333333333332,527.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,527.0,0.0
singular,singular,singular_singular,1.0,856.0,0.0
singular,plural,singular_plural,0.9533333333333334,856.0,-0.0033333333333334103
plural,singular,plural_singular,0.91,856.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,856.0,0.0
singular,singular,singular_singular,1.0,906.0,0.0
singular,plural,singular_plural,0.9566666666666668,906.0,0.0
plural,singular,plural_singular,0.91,906.0,-0.0016666666666665941
plural,plural,plural_plural,0.9966666666666668,906.0,-0.001666666666666372
singular,singular,singular_singular,1.0,1089.0,0.0
singular,plural,singular_plural,0.9566666666666668,1089.0,0.0
plural,singular,plural_singular,0.91,1089.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,1089.0,0.0
singular,singular,singular_singular,1.0,521.0,0.0
singular,plural,singular_plural,0.9533333333333334,521.0,-0.0033333333333334103
plural,singular,plural_singular,0.9116666666666666,521.0,0.0
plural,plural,plural_plural,0.9983333333333332,521.0,0.0
singular,singular,singular_singular,1.0,265.0,0.0
singular,plural,singular_plural,0.9583333333333334,265.0,0.0016666666666665941
plural,singular,plural_singular,0.9133333333333332,265.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,265.0,0.0
singular,singular,singular_singular,1.0,934.0,0.0
singular,plural,singular_plural,0.94,934.0,-0.01666666666666683
plural,singular,plural_singular,0.9116666666666666,934.0,0.0
plural,plural,plural_plural,0.9983333333333332,934.0,0.0
singular,singular,singular_singular,1.0,359.0,0.0
singular,plural,singular_plural,0.9566666666666668,359.0,0.0
plural,singular,plural_singular,0.9116666666666666,359.0,0.0
plural,plural,plural_plural,0.9983333333333332,359.0,0.0
singular,singular,singular_singular,1.0,376.0,0.0
singular,plural,singular_plural,0.9533333333333334,376.0,-0.0033333333333334103
plural,singular,plural_singular,0.9116666666666666,376.0,0.0
plural,plural,plural_plural,0.9983333333333332,376.0,0.0
singular,singular,singular_singular,1.0,462.0,0.0
singular,plural,singular_plural,0.9566666666666668,462.0,0.0
plural,singular,plural_singular,0.91,462.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,462.0,0.0
singular,singular,singular_singular,1.0,860.0,0.0
singular,plural,singular_plural,0.9533333333333334,860.0,-0.0033333333333334103
plural,singular,plural_singular,0.9133333333333332,860.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,860.0,0.0
singular,singular,singular_singular,1.0,1277.0,0.0
singular,plural,singular_plural,0.9583333333333334,1277.0,0.0016666666666665941
plural,singular,plural_singular,0.91,1277.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,1277.0,0.0
singular,singular,singular_singular,1.0,135.0,0.0
singular,plural,singular_plural,0.9566666666666668,135.0,0.0
plural,singular,plural_singular,0.9116666666666666,135.0,0.0
plural,plural,plural_plural,0.9966666666666668,135.0,-0.001666666666666372
singular,singular,singular_singular,1.0,270.0,0.0
singular,plural,singular_plural,0.9566666666666668,270.0,0.0
plural,singular,plural_singular,0.91,270.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,270.0,0.0
singular,singular,singular_singular,1.0,477.0,0.0
singular,plural,singular_plural,0.9583333333333334,477.0,0.0016666666666665941
plural,singular,plural_singular,0.9066666666666666,477.0,-0.0050000000000000044
plural,plural,plural_plural,0.9983333333333332,477.0,0.0
singular,singular,singular_singular,1.0,438.0,0.0
singular,plural,singular_plural,0.9533333333333334,438.0,-0.0033333333333334103
plural,singular,plural_singular,0.9133333333333332,438.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,438.0,0.0
singular,singular,singular_singular,1.0,178.0,0.0
singular,plural,singular_plural,0.9566666666666668,178.0,0.0
plural,singular,plural_singular,0.91,178.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,178.0,0.0
singular,singular,singular_singular,1.0,396.0,0.0
singular,plural,singular_plural,0.955,396.0,-0.0016666666666668162
plural,singular,plural_singular,0.9116666666666666,396.0,0.0
plural,plural,plural_plural,0.9983333333333332,396.0,0.0
singular,singular,singular_singular,1.0,286.0,0.0
singular,plural,singular_plural,0.9566666666666668,286.0,0.0
plural,singular,plural_singular,0.9116666666666666,286.0,0.0
plural,plural,plural_plural,0.9983333333333332,286.0,0.0
singular,singular,singular_singular,1.0,583.0,0.0
singular,plural,singular_plural,0.9566666666666668,583.0,0.0
plural,singular,plural_singular,0.9133333333333332,583.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,583.0,0.0
singular,singular,singular_singular,1.0,954.0,0.0
singular,plural,singular_plural,0.9566666666666668,954.0,0.0
plural,singular,plural_singular,0.91,954.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,954.0,0.0
singular,singular,singular_singular,1.0,1107.0,0.0
singular,plural,singular_plural,0.9533333333333334,1107.0,-0.0033333333333334103
plural,singular,plural_singular,0.9116666666666666,1107.0,0.0
plural,plural,plural_plural,0.9983333333333332,1107.0,0.0
singular,singular,singular_singular,1.0,1296.0,0.0
singular,plural,singular_plural,0.955,1296.0,-0.0016666666666668162
plural,singular,plural_singular,0.9083333333333332,1296.0,-0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,1296.0,0.0
singular,singular,singular_singular,1.0,693.0,0.0
singular,plural,singular_plural,0.9516666666666668,693.0,-0.0050000000000000044
plural,singular,plural_singular,0.9133333333333332,693.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,693.0,0.0
singular,singular,singular_singular,1.0,947.0,0.0
singular,plural,singular_plural,0.96,947.0,0.0033333333333331883
plural,singular,plural_singular,0.8966666666666666,947.0,-0.015000000000000013
plural,plural,plural_plural,0.9933333333333332,947.0,-0.0050000000000000044
singular,singular,singular_singular,1.0,1201.0,0.0
singular,plural,singular_plural,0.9566666666666668,1201.0,0.0
plural,singular,plural_singular,0.9083333333333332,1201.0,-0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,1201.0,0.0
singular,singular,singular_singular,1.0,467.0,0.0
singular,plural,singular_plural,0.9566666666666668,467.0,0.0
plural,singular,plural_singular,0.91,467.0,-0.0016666666666665941
plural,plural,plural_plural,0.9966666666666668,467.0,-0.001666666666666372
singular,singular,singular_singular,1.0,1217.0,0.0
singular,plural,singular_plural,0.9566666666666668,1217.0,0.0
plural,singular,plural_singular,0.9133333333333332,1217.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,1217.0,0.0
singular,singular,singular_singular,1.0,120.0,0.0
singular,plural,singular_plural,0.955,120.0,-0.0016666666666668162
plural,singular,plural_singular,0.9116666666666666,120.0,0.0
plural,plural,plural_plural,0.9983333333333332,120.0,0.0
singular,singular,singular_singular,1.0,986.0,0.0
singular,plural,singular_plural,0.955,986.0,-0.0016666666666668162
plural,singular,plural_singular,0.9133333333333332,986.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,986.0,0.0
singular,singular,singular_singular,1.0,606.0,0.0
singular,plural,singular_plural,0.9566666666666668,606.0,0.0
plural,singular,plural_singular,0.9116666666666666,606.0,0.0
plural,plural,plural_plural,0.9983333333333332,606.0,0.0
singular,singular,singular_singular,1.0,908.0,0.0
singular,plural,singular_plural,0.9616666666666668,908.0,0.0050000000000000044
plural,singular,plural_singular,0.91,908.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,908.0,0.0
singular,singular,singular_singular,1.0,1149.0,0.0
singular,plural,singular_plural,0.9583333333333334,1149.0,0.0016666666666665941
plural,singular,plural_singular,0.905,1149.0,-0.006666666666666599
plural,plural,plural_plural,0.9983333333333332,1149.0,0.0
singular,singular,singular_singular,1.0,711.0,0.0
singular,plural,singular_plural,0.9566666666666668,711.0,0.0
plural,singular,plural_singular,0.91,711.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,711.0,0.0
singular,singular,singular_singular,1.0,566.0,0.0
singular,plural,singular_plural,0.9566666666666668,566.0,0.0
plural,singular,plural_singular,0.9133333333333332,566.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,566.0,0.0
singular,singular,singular_singular,1.0,977.0,0.0
singular,plural,singular_plural,0.9566666666666668,977.0,0.0
plural,singular,plural_singular,0.91,977.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,977.0,0.0
singular,singular,singular_singular,1.0,1167.0,0.0
singular,plural,singular_plural,0.9483333333333334,1167.0,-0.008333333333333415
plural,singular,plural_singular,0.9133333333333332,1167.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,1167.0,0.0
singular,singular,singular_singular,1.0,1237.0,0.0
singular,plural,singular_plural,0.9566666666666668,1237.0,0.0
plural,singular,plural_singular,0.9083333333333332,1237.0,-0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,1237.0,0.0
singular,singular,singular_singular,1.0,857.0,0.0
singular,plural,singular_plural,0.9566666666666668,857.0,0.0
plural,singular,plural_singular,0.9116666666666666,857.0,0.0
plural,plural,plural_plural,0.9983333333333332,857.0,0.0
singular,singular,singular_singular,1.0,1069.0,0.0
singular,plural,singular_plural,0.9566666666666668,1069.0,0.0
plural,singular,plural_singular,0.9133333333333332,1069.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,1069.0,0.0
singular,singular,singular_singular,1.0,1075.0,0.0
singular,plural,singular_plural,0.9266666666666666,1075.0,-0.030000000000000138
plural,singular,plural_singular,0.8933333333333333,1075.0,-0.018333333333333313
plural,plural,plural_plural,0.9966666666666668,1075.0,-0.001666666666666372
singular,singular,singular_singular,1.0,874.0,0.0
singular,plural,singular_plural,0.9566666666666668,874.0,0.0
plural,singular,plural_singular,0.9116666666666666,874.0,0.0
plural,plural,plural_plural,0.9983333333333332,874.0,0.0
singular,singular,singular_singular,1.0,41.0,0.0
singular,plural,singular_plural,0.955,41.0,-0.0016666666666668162
plural,singular,plural_singular,0.91,41.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,41.0,0.0
singular,singular,singular_singular,1.0,1095.0,0.0
singular,plural,singular_plural,0.9583333333333334,1095.0,0.0016666666666665941
plural,singular,plural_singular,0.915,1095.0,0.0033333333333334103
plural,plural,plural_plural,0.9983333333333332,1095.0,0.0
singular,singular,singular_singular,1.0,1055.0,0.0
singular,plural,singular_plural,0.955,1055.0,-0.0016666666666668162
plural,singular,plural_singular,0.91,1055.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,1055.0,0.0
singular,singular,singular_singular,1.0,835.0,0.0
singular,plural,singular_plural,0.955,835.0,-0.0016666666666668162
plural,singular,plural_singular,0.9133333333333332,835.0,0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,835.0,0.0
singular,singular,singular_singular,1.0,439.0,0.0
singular,plural,singular_plural,0.9566666666666668,439.0,0.0
plural,singular,plural_singular,0.91,439.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,439.0,0.0
singular,singular,singular_singular,1.0,634.0,0.0
singular,plural,singular_plural,0.9566666666666668,634.0,0.0
plural,singular,plural_singular,0.9116666666666666,634.0,0.0
plural,plural,plural_plural,0.9983333333333332,634.0,0.0
singular,singular,singular_singular,1.0,39.0,0.0
singular,plural,singular_plural,0.9566666666666668,39.0,0.0
plural,singular,plural_singular,0.9116666666666666,39.0,0.0
plural,plural,plural_plural,0.9983333333333332,39.0,0.0
singular,singular,singular_singular,1.0,401.0,0.0
singular,plural,singular_plural,0.955,401.0,-0.0016666666666668162
plural,singular,plural_singular,0.9116666666666666,401.0,0.0
plural,plural,plural_plural,0.9983333333333332,401.0,0.0
singular,singular,singular_singular,1.0,302.0,0.0
singular,plural,singular_plural,0.9616666666666668,302.0,0.0050000000000000044
plural,singular,plural_singular,0.9183333333333332,302.0,0.006666666666666599
plural,plural,plural_plural,0.9983333333333332,302.0,0.0
singular,singular,singular_singular,1.0,56.0,0.0
singular,plural,singular_plural,0.9566666666666668,56.0,0.0
plural,singular,plural_singular,0.91,56.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,56.0,0.0
singular,singular,singular_singular,1.0,1101.0,0.0
singular,plural,singular_plural,0.9566666666666668,1101.0,0.0
plural,singular,plural_singular,0.9116666666666666,1101.0,0.0
plural,plural,plural_plural,0.9983333333333332,1101.0,0.0
singular,singular,singular_singular,1.0,1120.0,0.0
singular,plural,singular_plural,0.9566666666666668,1120.0,0.0
plural,singular,plural_singular,0.9116666666666666,1120.0,0.0
plural,plural,plural_plural,0.9983333333333332,1120.0,0.0
singular,singular,singular_singular,1.0,1297.0,0.0
singular,plural,singular_plural,0.9566666666666668,1297.0,0.0
plural,singular,plural_singular,0.91,1297.0,-0.0016666666666665941
plural,plural,plural_plural,0.9983333333333332,1297.0,0.0
singular,singular,singular_singular,1.0,775.0,0.0
singular,plural,singular_plural,0.955,775.0,-0.0016666666666668162
plural,singular,plural_singular,0.9083333333333332,775.0,-0.0033333333333334103
